creato 1	creato uri 1	creato 2	creato uri 2	creato 3	creato uri 3	creato 4	creato uri 4	creato 5	creato uri 5	creato 6	creato uri 6	creato 7	creato uri 7	creato 8	creato uri 8	creato 9	creato uri 9	creato 10	creato uri 10	creato 11	creato uri 11	creato 12	creato uri 12	creato 13	creato uri 13	creato 14	creato uri 14	subjec	descri	title	langua	publis	dmrecord	losse	source	find	dmmodified	date	contri	identi	dmcreated
Robins, Raymond		Porter, Stephen G.		Lynch, Frederick	http://viaf.org/viaf/109149066566865601477	Oggel, Melvin V.		Tittle, Ernest F.		Allen, Florence		Callahan, Patrick H.		Shannon, Frederick																"26. Blad: """"The Christian Century. A Journal of Religion"""". Volume XLIII, Number 51, Chicago, December 23, 1926. (VERVOLG)"""""	English		881	Blad The Christian Century A Journal of Religion Volume XLIII Number 51 Chicago December 23 192 (VERVOLG) Robins Raymond Porter Stephen G Lynch Frederick Oggel Melvin V Tittle Ernest F Allen Florence Callahan Patrick H Shannon Frederick	Outlawry of War.07b	882.pdf	2021-07-05	23-Dec-26		O06-38-019.pdf	2021-07-05
Nooit-Meer-Oorlog-Federatie																												Peace Movement;		"Typed letter ""Aan den President der Union Internationale de Chimie Pure & Appliquée"" in Dutch and French, by the NMOF, Den Haag, dated 18 juli 1928"	Dutch		2368	Typed letter Aan den President der Union Internationale de Chimie Pure & Appliquée in Dutch and French by the NMOF Den Haag dated 18 juli 1928 Nooit-Meer-Oorlog-Federatie	Nooit Meer Oorlog Federatie.05	2335.jp2	2021-08-11	1928		N34-2-10-026_0001	2021-08-11
National Council for Prevention of War, London.																														"24. """"Towards Disarmament. Campaign Notes published by the National Council for Prevention of War, London"""". Nrs. 2,3,4,5 - 1931/Nrs. 9,10 - 1932."""""	English		889	Towards Disarmament Campaign Notes published by the National Council for Prevention of War London Nrs 2 3 4 5 - 1931/Nrs 9 10 - 193 National Council for Prevention of War London	National Council for Prevention of War.5	890.pdf	2021-07-06	1931,1932		N06-35-023.pdf	2021-07-06
Stichting Nationale Vredes Actie, Ammerstol.																														8. Uitgebreide verzameling propagandamateriaal, persberichten en krantenknipsels van de Stichting Nationale Vredes Actie, Ammerstol.	Dutch		897	Uitgebreide verzameling propagandamateriaal persberichten en krantenknipsels van de Stichting Nationale Vredes Actie Ammerstol Stichting Nationale Vredes Actie Ammerstol	Nationale Vredes Actie.2	898.pdf	2021-07-06	1927-1932		N12-35-006.pdf	2021-07-06
Jong, E. de		Tijsma, Mr. J.																												" 2. """"Open Brief aan de Anti-Revolutionairen en in het bijzonder aan den WelE. Gestr. Heer Mr. J. Tijsma....."""""	Dutch		905	Open Brief aan de Anti-Revolutionairen en in het bijzonder aan den WelE Gestr Heer Mr J Tijsma Jong E de Tijsma Mr J	Nederlandsche Vereeniging van de Christenen tot Bestrijding van den Oorlog.	906.pdf	2021-07-06	1926(?)		N20-35-002.pdf	2021-07-06
Joekes, Mr. A.M.		Regout, Prof. Mr. R.H.W.		Kluyver, Mevr. C.A.		Schokking, Dr. J.																								"1. Boekje: """"De Neutrale Landen in de Huidige Omstandigheden. Redevoeringen in de op 2 december 1939 te 's-Gravenhage gehouden Alg. Vergadering van de Vereeniging voor Volkenbond en Vrede"""""	Dutch		913	Boekje De Neutrale Landen in de Huidige Omstandigheden Redevoeringen in de op 2 december 1939 te s-Gravenhage gehouden Alg Vergadering van de Vereeniging voor Volkenbond en Vrede Joekes Mr A M Regout Prof Mr R H W Kluyver Mevr C A Schokking Dr J	Neutres, Neutralité.1	914.pdf	2021-07-06	2-Dec-39		N22-36-005.pdf	2021-07-06
The New Commonwealth, London																														"9. """"First Annual Report of The New Commonwealth, October 1932 - September 1933"""". (2x)"""""	English		921	First Annual Report of The New Commonwealth October 1932 - September 1933 (2x) The New Commonwealth London	New Commonwealth.02	922.pdf	2021-07-06	Oktober 1932 , September 1933		N24-36-011.pdf	2021-07-06
Barnes, Rt. Hon. G.N.		May, H.J. (voorwoord)																												"1. Brochure: """"Co-operators and Peace""""."	English		929	Brochure Co-operators and Peace Barnes Rt Hon G N May H J (voorwoord)	New Commonwealth.01	930.pdf	2021-07-06	Juni 1934		N24-36-018.pdf	2021-07-06
Schwarzenberger, Dr. Georg		Maurice, Sir Frederick		Greaves, H.R.G.	http://viaf.org/viaf/20411760																									"15. Brochure: """"The New Commonwealth Research Bureau. Research Material No.1, November 1934."""""	English		937	Brochure The New Commonwealth Research Bureau Research Material No 1 November 193 Schwarzenberger Dr Georg Maurice Sir Frederick Greaves H R G	New Commonwealth.04	938.pdf	2021-07-06	Nov-34		N24-36-024.pdf	2021-07-06
Denis, Pierre		Jouvenel, Henry de	http://viaf.org/viaf/46762939																											"13. Brochure: """"Aviation for World Service""""."	English		945	Brochure Aviation for World Service Denis Pierre Jouvenel Henry de	New Commonwealth.03	946.pdf	2021-07-06	Maart 1933		N24-36-005.pdf	2021-07-06
Kanter-van Hettinga Tromp, Mevr. Mr. B.J.A. de																														"36. Getypte tekst: """"Memoranda van Mevr. Mr. B.J.A. de Kanter-van Hettinga Tromp voor de studiebijeenkomst op 28 November 1935""""."	Dutch		953	Getypte tekst Memoranda van Mevr Mr B J A de Kanter-van Hettinga Tromp voor de studiebijeenkomst op 28 November 1935 Kanter-van Hettinga Tromp Mevr Mr B J A de	New Commonwealth.08	954.pdf	2021-07-06	28-Nov-35		N24-36-030.pdf	2021-07-06
New Commonwealth Institute, London																														"20. Bochure: """"The New Commonwealth Institute""""."	English		961	20 Bochure The New Commonwealth Institute New Commonwealth Institute London	New Commonwealth.05	962.pdf	2021-07-06	Juni 1935		N24-36-038.pdf	2021-07-06
The New History Society, New York, U.S.A.																														8. Propagandablad: La Caravane ne connait pas de Frontières.	English		969	Propagandablad La Caravane ne connait pas de Frontières The New History Society New York U S A	New History Society.2	970.pdf	2021-07-06			N26-36-007.pdf	2021-07-06
Heinz, J. Staehler, Regierungsdirektor Gierl-Landau, Josef Führ, Dr. Betz, Otto Frisch-Neustadt, Dr. Weiher, Dr. Anton																														"1. Boek: """"Niemals! Dokumente aus dem Befreiungskampf der Pfalz"""". Uitgave: Verlag und Redaktion der """"Pfälzischen Rundschau"""". (Verzamelde artikelen) (VERVOLG)"""""	German		977	Boek Niemals Dokumente aus dem Befreiungskampf der Pfalz Uitgave Verlag und Redaktion der Pfälzischen Rundschau (Verzamelde artikelen) (VERVOLG) Heinz J Staehler Regierungsdirektor Gierl-Landau Josef Führ Dr Betz Otto Frisch-Neustadt Dr Weiher Dr Anton	Pfalz, Befreiungskampf.2	978.pdf	2021-07-06	1 juli 1930		N27-36-001.pdf	2021-07-06
Ligt, Bart de	http://viaf.org/viaf/74651548	Müller Lehning, Arthur (redactie)		Oud, J.J.P (redactie)		Pijper, Willem (redactie)		Moholy-Nagy, L (redactie)		Kandinsky, Wassily	http://viaf.org/viaf/22143802	Mondriaan, Piet		Bloch, Ernst	http://viaf.org/viaf/88956296	Roland Holst, Henriëtte		Biroekoff, Paul		Pijper, Willem	http://viaf.org/viaf/7580813	Ter Braak, Menno								7. Maandblad: Internationale Revue. Nr. 1, 1927. Bevat o.a. artikel Nieuwe Wegen in de Wijsbegeerte door Bart de Ligt.	Dutch; German		985	Maandblad Internationale Revue Nr 1 192 Bevat o a artikel Nieuwe Wegen in de Wijsbegeerte door Bart de Ligt Ligt Bart de Müller Lehning Arthur (redactie) Oud J J P (redactie) Pijper Willem (redactie) Moholy-Nagy L (redactie) Kandinsky Wassily Mondriaan Piet Bloch Ernst Roland Holst Henriëtte Biroekoff Paul Pijper Willem Ter Braak Menno	Ligt, Bart de.2	986.pdf	2021-07-06	Amsterdam, 1927		L12-32-027.pdf	2021-07-06
Basch, Victor	http://viaf.org/viaf/41880259																													"1. Brochure: """"Le Devoir Présent de la Ligue""""."	French		993	Brochure Le Devoir Présent de la Ligue Basch Victor	Ligue des Droits de l'Homme.1	994.pdf	2021-07-06	Parijs, 1927		L14-33-001.pdf	2021-07-06
Malaterre-Sellier, Germaine																														"5. Pamflet: """"Le Suffrage des Femmes""""."	French		1001	Pamflet Le Suffrage des Femmes Malaterre-Sellier Germaine	Ligue des Droits de l'Homme.1	1002.pdf	2021-07-06			L14-33-009.pdf	2021-07-06
Vredes Pers Bureau																														2. Vredes Pers Bureau, No. 187a, d.d. 26 september 1932.	Dutch		1009	Vredes Pers Bureau No 187a d d 26 september 193 Vredes Pers Bureau	Ligue Internationale des Jeunes contre la Guerre.	1010.pdf	2021-07-06	26-Sep-32		L20-33-001.pdf	2021-07-06
Heering, Prof. Dr. G.J.		Hugenholtz, Ds. J.B.Th.		Buskes, Ds.J.J.		Elffers, A Azn		Kuiper, Dr. A.K.		Riel, Prof.Dr.C.G.van		Wartena, Ds. A.J.																		"3. Poster, oproep tot protest, pamflet tegen de vlootwet 1923. Uitgave: """"Kerk en Vrede""""."	Dutch		1017	Poster oproep tot protest pamflet tegen de vlootwet 192 Uitgave Kerk en Vrede Heering Prof Dr G J Hugenholtz Ds J B Th Buskes Ds J J Elffers A Azn Kuiper Dr A K Riel Prof Dr C G van Wartena Ds A J	Loi de 1923 sur la Marine de Guerre. (Vlootwet 1923)	1018.pdf	2021-07-06	1923		L24-33-002.pdf	2021-07-06
Roorda, Dr. J.																														20. Rede door Dr. J. Roorda te Genève, 17 september 1932.	French		1025	20 Rede door Dr J Roorda te Genève 17 september 193 Roorda Dr J	Médecins et Psychologues.4	1026.pdf	2021-07-06	17-Sep-32		M06-34-003.pdf	2021-07-06
Boenheim, Dr. Felix																														"17. Stencil: """"Aufruf der Ärzte"""". Uitgave: """"Büro der Internationalen Gesell- schaft der Ärzte gegen den Krieg, Berlin""""."	German		1033	Stencil Aufruf der Ärzte Uitgave Büro der Internationalen Gesell- schaft der Ärzte gegen den Krieg Berlin Boenheim Dr Felix	Médecins et Psychologues.4	1034.pdf	2021-07-06			M06-34-011.pdf	2021-07-06
Meursing, E.E.																														" 5. Circulaire: """"De arts en de chemische defensie""""."	Dutch		1041	Circulaire De arts en de chemische defensie Meursing E E	Médecins et Psychologues.1	1042.pdf	2021-07-06			M06-34-019.pdf	2021-07-06
Siegfried, Otto																														" 2. Brochure: """"Militarisierung der Jugend?"""""	German		1049	Brochure Militarisierung der Jugend Siegfried Otto	Militairisme.1	1050.pdf	2021-07-06	1947 (?)		M08-34-007.pdf	2021-07-06
Drucker, W (Presidente)		Emmelot-de Jong, J (Secretares)																												"1. Pamflet en """"Oproep aan het het Nederlandsche Volk""""."	Dutch		1057	Pamflet en Oproep aan het het Nederlandsche Volk Drucker W (Presidente) Emmelot-de Jong J (Secretares)	Nationaal Comité tot Wijziging van de artikelen 57,58 en 59 der Grondwet.	1058.pdf	2021-07-06	1915		N04-35-001.pdf	2021-07-06
Libby, Frederick J.	http://viaf.org/viaf/282582447																													"15. Brochure: """"What Price Peace?"""""	English		1065	Brochure What Price Peace Libby Frederick J	National Council for Prevention of War.3	1066.pdf	2021-07-06	1926		N06-35-008.pdf	2021-07-06
Brewer Boeckel, Florence																														"7. Brochure: """"Taxing the profits out of war""""."	English		1073	Brochure Taxing the profits out of war Brewer Boeckel Florence	National Council for Prevention of War.1	1074.pdf	2021-07-06	Maart 1938		N06-35-016.pdf	2021-07-06
Jongeren Vredes Federatie, Amsterdam																														2. Concept-Regelement voor een Plaatselijke Jongeren Vredes Federatie.	Dutch		1081	Concept-Regelement voor een Plaatselijke Jongeren Vredes Federatie Jongeren Vredes Federatie Amsterdam	Jongeren Vredes Federatie.8	1082.pdf	2021-07-06			J28-4-30-002.pdf	2021-07-06
Lehmann-Russbüldt, Otto	http://viaf.org/viaf/92880916	Hugenholtz, Ds. J.B.Th.																												13. Correspondentie tussen Ds. J.B.Th. Hugenholtz, Ammerstol, en Otto Lehmann-Rüssbuldt, periode 1933-1935. (13 brieven, 1 briefkaart).	German		1089	Correspondentie tussen Ds J B Th Hugenholtz Ammerstol en Otto Lehmann-Rüssbuldt periode 1933-193 (13 brieven 1 briefkaart) Lehmann-Russbüldt Otto Hugenholtz Ds J B Th	Lehmann-Rüssbuldt.3 (Otto)	1090.pdf	2021-07-06	1933-1935		L08-32-012.pdf	2021-07-06
International Auxiliary Language Association, New York, U.S.A.																														"1. Brochure: """"A Plan for Obtaining Agreement on an Auxiliary World-Language""""."	English		1097	Brochure A Plan for Obtaining Agreement on an Auxiliary World-Language International Auxiliary Language Association New York U S A	League Internationale.	1098.pdf	2021-07-06			L04-32-001.pdf	2021-07-06
Ter Meulen, Dr. J. 		Ernst, Dr. Alois																												12. Brief van Dr. Alois Ernst, (medewerker van Lehmann-Rüssbuldt), Londen, aan Dr. Jacob Ter Meulen, d.d. 28 juni 1948.	German		1105	Brief van Dr Alois Ernst (medewerker van Lehmann-Rüssbuldt) Londen aan Dr Jacob Ter Meulen d d 28 juni 194 Ter Meulen Dr J Ernst Dr Alois	Lehmann-Rüssbuldt.3 (Otto)	1106.pdf	2021-07-06	28 juni 1948		L08-32-005.pdf	2021-07-06
Hugenholtz, Ds. J.B.Th.		Meulenbelt Jr, H.H.																												20. 2 brieven aan Ds. J.B.Th. Hugenholtz van H.H. Meulenbelt Jr., Utrecht, d.d. 8 en 10 mei 1933.	Dutch		1113	20 2 brieven aan Ds J B Th Hugenholtz van H H Meulenbelt Jr Utrecht d d 8 en 10 mei 193 Hugenholtz Ds J B Th Meulenbelt Jr H H	Lehmann-Rüssbuldt.5 (Otto)	1114.pdf	2021-07-06	8 en 10 mei 1933		L08-32-019.pdf	2021-07-06
Lehmann-Rüssbuldt, Otto																														29. Anoniem schrijven i.v.m. opvang van vluchtelingen uit Duitsland. (1933?)	Dutch		1121	Anoniem schrijven i v m opvang van vluchtelingen uit Duitsland (1933 ) Lehmann-Rüssbuldt Otto	Lehmann-Rüssbuldt.7 (Otto)	1122.pdf	2021-07-06	1933?		L08-32-027.pdf	2021-07-06
Ligthart, Th.																														"3. Brochure: """"Vrede Vraagt Vrijhandel"""". Uitgave: """"Nederlandsche Vereeniging Voor Vrijhandel."	Dutch		1129	Brochure Vrede Vraagt Vrijhandel Uitgave Nederlandsche Vereeniging Voor Vrijhandel Ligthart Th	Libre-Échange.1	1130.pdf	2021-07-06	1935		L10-32-002.pdf	2021-07-06
Ravesteijn, W. van																														"5. Brochure: """"De oorlog die nadert."""""	Dutch		1137	Brochure De oorlog die nadert Ravesteijn W van	Communisme.1	1138.pdf	2021-07-06			L12-32-005.pdf	2021-07-06
Ligt, Bart de	http://viaf.org/viaf/74651548																													"1. Boekje: """"Over Oorlog en Vrede in den Geest van Proudhon"""""	Dutch		1145	Boekje Over Oorlog en Vrede in den Geest van Proudhon Ligt Bart de	Ligt, Bart de.10 Duprat, Dr. Jeanne (Mispelblom Beijer, H.J. - vertaling)	1146.pdf	2021-07-06	1932		L12-32-013.pdf	2021-07-06
Ligt, Bart de	http://viaf.org/viaf/74651548																													"10. Blad: """"Fundament"""". 1e jaargang, Nr. 10, 1934. Bevat interview met B. de Ligt """"De Volksbeweging in India""""."	Dutch		1153	Blad Fundament 1e jaargang Nr 10 193 Bevat interview met B de Ligt De Volksbeweging in India Ligt Bart de	Ligt, Bart de.3	1154.pdf	2021-07-06	1934		L12-32-021.pdf	2021-07-06
Kagawa, Toyohiko	http://viaf.org/viaf/8759159248561204870002																													" 3. """"Kagawa Fellowship Bulletin"""". Vol. V.No.1, March 1938"""""	English		1161	Kagawa Fellowship Bulletin Vol V No 1 March 1938 Kagawa Toyohiko	Kagawa.1	1162.pdf	2021-07-06	Maart 1938		K04-31-001.pdf	2021-07-06
																														11. Met potlood geschreven tekst op 15 blocnote- velletjes. (Notulen? Interview?)	Dutch; English		1169	Met potlood geschreven tekst op 15 blocnote- velletjes (Notulen Interview )	Kagawa.3	1170.pdf	2021-07-06			K04-31-008.pdf	2021-07-06
																														"3. Maandblad: """"Onze Vloot"""". 23e jaargang, No.6, Juni 1931."""""	Dutch		1177	Maandblad Onze Vloot 23e jaargang No 6 Juni 193	Nationaal Jongeren Verbond.1	1178.pdf	2021-07-06	Juni 1931		J23-28-013.pdf	2021-07-06
																														7. Gids voor de Algemeene Vergadering der Jongeren Vredes Actie, Zeist, 4 en 5 februari 1933	Dutch		1185	Gids voor de Algemeene Vergadering der Jongeren Vredes Actie Zeist 4 en 5 februari 1933	Jongeren Vredes-Actie.02	1186.pdf	2021-07-06	1933		J26-28-004.pdf	2021-07-06
Vrijzinnig Chr. Studenten Bond																														"5. Maandblad: """"De Wake"""", 1 augustus 1924."""""	Dutch		1193	Maandblad De Wake 1 augustus 192 Vrijzinnig Chr Studenten Bond	Jongeren Vredes-Actie.07	1194.pdf	2021-07-06	1 augustus 1924		J26-4-29-001.pdf	2021-07-06
																														6. Bonnenboekje: Fonds Vredesstrijd 1938.	Dutch		1201	Bonnenboekje Fonds Vredesstrijd 193	Jongeren Vredes-Actie.07	1202.pdf	2021-07-06	1938		J26-4-29-008.pdf	2021-07-06
Hondius, Ir. K.J.																														"30. Pamflet: """"Luchtbescherming?"""" (2x)"""""	Dutch		1209	30 Pamflet Luchtbescherming (2x) Hondius Ir K J	Jongeren Vredes-Actie.16	1210.pdf	2021-07-06			J26-5-29-004.pdf	2021-07-06
Centraal Comité der Jongeren Vredes Actie, Utrecht																														"12. Brochure: """"Jongeren Vredes Actie. Rapport Oorlogsherdenking - Wedergeboorte""""."	Dutch		1217	Brochure Jongeren Vredes Actie Rapport Oorlogsherdenking - Wedergeboorte Centraal Comité der Jongeren Vredes Actie Utrecht	Jongeren Vredes-Actie.13	1218.pdf	2021-07-06			J26-6-29-001.pdf	2021-07-06
Jongeren Vredes Actie																														"20. Brochure: """"JVA Statuten en Huishoudelijk Reglement""""."	Dutch		1225	20 Brochure JVA Statuten en Huishoudelijk Reglement Jongeren Vredes Actie	Jongeren Vredes-Actie.14	1226.pdf	2021-07-06			J26-6-29-014.pdf	2021-07-06
Landelijk Comité der J.V.A., Den Haag																														11. Reglement van de Jongeren Vredes Actie.	Dutch		1233	Reglement van de Jongeren Vredes Actie Landelijk Comité der J V A Den Haag	Jongeren Vredes-Actie.13	1234.pdf	2021-07-06	1930		J26-6-29-022.pdf	2021-07-06
Jongeren Vredes Actie																														"7. Brochure: """"De Jongeren Vredes Actie. Wat Zij Is, Wat Zij Doet""""."	Dutch		1241	Brochure De Jongeren Vredes Actie Wat Zij Is Wat Zij Doet Jongeren Vredes Actie	Jongeren Vredes-Actie.12	1242.pdf	2021-07-06			J26-6-29-030.pdf	2021-07-06
Willemse, Mr. H.		Bakker-van Bosse, Mw. Mr. C.		Roland Holst, Mw. H (Henriëtte)		Touw, Ds. H.C.																								"4. Boekje: """"Ontwapening, Evangelie, Staat"""". Uitgave: Servire N.V., Den Haag."""""	Dutch		1249	Boekje Ontwapening Evangelie Staat Uitgave Servire N V Den Haag Willemse Mr H Bakker-van Bosse Mw Mr C Roland Holst Mw H (Henriëtte) Touw Ds H C	Jongeren Vredes Federatie.3	1250.pdf	2021-07-06	1932		J28-2-30-001.pdf	2021-07-06
Boer, Dirk																														"1. Brochure: """"Wat is en wil de Jongeren Vredes Federatie?"""""	Dutch		1257	Brochure Wat is en wil de Jongeren Vredes Federatie Boer Dirk	Jongeren Vredes Federatie.4	1258.pdf	2021-07-06			J28-3-30-001.pdf	2021-07-06
Voogd, Jan de	http://viaf.org/viaf/55447132	Pront, John																												12. Brief van Jan de Voogd, Baarn aan John Pront d.d. 22 januari 1936. Antwoordbrief van John Pront, Den Haag, aan Jan de Voogd, d.d. 24 februari 1936.	Dutch		1265	Brief van Jan de Voogd Baarn aan John Pront d d 22 januari 193 Antwoordbrief van John Pront Den Haag aan Jan de Voogd d d 24 februari 193 Voogd Jan de Pront John	Jongeren Vredes Federatie.6	1266.pdf	2021-07-06	22 januari 1936; 24 februari 1936		J28-3-30-011.pdf	2021-07-06
